Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
269,78,12227,1Fam,7,7,1,1,10,2001,807,3,GasA,Y,1582,0,2007,199632.748720513
270,69,9765,1Fam,9,9,2,1,7,2003,700,3,GasA,Y,968,0,2010,258051.471455387
271,62,14000,1Fam,7,4,2,1,4,1996,1073,3,GasA,Y,1775,0,2008,175737.229882122
272,60,10839,1Fam,5,2,3,1,6,1992,804,3,GasA,Y,1476,0,2010,135842.542641434
273,40,9000,1Fam,5,5,1,1,7,1922,864,2,GasA,N,1664,0,2008,128467.212448677
274,30,22420,2fmCon,5,6,2,0,4,1994,1602,2,GasA,Y,2084,0,2009,218715.260292692
275,71,10625,1Fam,4,5,2,0,4,1957,1063,3,GasA,Y,1099,0,2010,124017.224513735
276,73,7658,1Fam,6,5,1,1,8,2004,1602,3,GasA,Y,1140,0,2007,172938.901162937
277,110,6563,1Fam,6,5,1,0,6,2005,0,3,GasA,Y,1604,0,2006,108399.938826277
278,66,9056,TwnhsE,9,5,1,1,6,1950,1453,3,GasA,Y,990,0,2007,290926.483885404
279,115,2572,Twnhs,6,5,1,1,6,1912,807,2,GasA,Y,1742,0,2006,131021.765789725
280,71,26178,1Fam,8,5,2,1,6,1915,1389,3,GasA,Y,816,0,2008,253051.02123556
281,51,10800,1Fam,6,5,2,0,6,1961,2136,3,GasA,Y,1131,0,2009,223283.988790454
282,70,3500,1Fam,5,3,0,1,7,2001,1362,3,GasA,Y,1291,0,2009,157698.774605214
283,90,2522,1Fam,6,6,1,0,6,1910,756,4,GasA,Y,1752,0,2006,120241.878401492
284,90,9084,TwnhsE,6,5,2,0,6,1959,756,2,GasA,Y,1200,0,2006,126839.912122037
285,70,9600,1Fam,8,9,2,0,7,2004,756,4,GasA,Y,1163,0,2010,222282.765066093
286,95,12704,1Fam,8,5,1,0,9,1952,1494,3,GasA,Y,1652,0,2008,281312.270130287
287,78,8281,1Fam,8,6,2,0,7,2009,756,3,GasA,Y,1908,0,2007,253058.680993674
288,64,9571,1Fam,7,5,1,1,6,2004,1143,3,GasA,Y,2084,0,2008,186535.684157803
289,70,9920,1Fam,7,5,2,0,7,1954,975,3,GasA,Y,1535,0,2008,178259.373003655
290,80,8546,1Fam,5,5,1,0,6,1926,648,4,GasA,Y,1535,0,2007,89453.6737771234
291,83,22420,2fmCon,7,7,2,0,7,1967,732,3,GasA,Y,832,0,2007,251445.847143507
292,75,7500,1Fam,7,6,1,0,5,1954,1614,2,GasA,Y,1117,0,2007,227113.275907639
293,74,12702,1Fam,6,6,3,0,4,1984,1496,3,GasA,Y,1716,0,2006,186954.888036687
294,60,10778,1Fam,7,5,2,0,5,2008,728,3,GasA,Y,1073,0,2008,195525.853516899
295,60,4224,1Fam,9,5,1,1,7,1988,723,3,GasA,Y,1092,0,2007,201116.04437914
296,70,6780,TwnhsE,7,5,2,0,5,1940,2046,3,GasA,Y,1982,0,2009,175107.721278596
297,70,10240,1Fam,3,6,1,0,8,1960,980,2,GasA,Y,999,0,2009,137229.288015951
298,70,3180,2fmCon,7,8,1,0,4,2001,1502,4,GasA,N,1344,0,2009,190841.739872291
299,50,7560,1Fam,6,5,1,0,4,1972,1299,3,GasA,N,1600,0,2009,122986.65751835
300,,4426,1Fam,7,7,2,0,8,1959,525,4,GasA,Y,2646,0,2008,167966.02500797
301,95,159000,TwnhsE,10,5,2,1,7,1975,0,3,GasA,Y,1661,0,2008,235532.391457666
302,30,9742,1Fam,5,6,1,0,8,1954,560,3,GasA,Y,1056,0,2008,101750.273945149
303,80,10380,1Fam,7,6,1,0,6,1922,780,3,GasW,Y,1572,0,2006,179578.402424997
304,92,11952,1Fam,5,9,1,0,6,2005,1195,0,GasA,N,924,0,2006,169201.310184711
305,80,16647,1Fam,6,5,2,0,8,1948,676,3,GasA,Y,1661,0,2009,132343.372187162
306,21,8633,1Fam,5,6,1,0,7,2003,1930,2,GasW,Y,1936,0,2008,190365.721842418
307,,8070,Duplex,7,5,2,0,6,1962,952,3,GasA,Y,1340,0,2006,154701.237480696
308,78,7875,2fmCon,4,5,1,1,8,1959,1097,2,GasA,Y,1003,0,2007,136549.19399396
309,,8750,1Fam,7,7,1,1,7,1923,864,4,GasA,Y,2515,0,2006,177910.465360645
310,50,12155,1Fam,5,8,1,0,8,1995,840,2,GasA,Y,1839,0,2007,117954.279514264
311,,8163,1Fam,4,5,2,1,10,2007,918,3,GasA,Y,1073,0,2009,129207.849288738
312,78,10800,1Fam,6,7,1,0,5,1920,1434,3,GasA,Y,1316,0,2010,154964.83751007
313,,9600,1Fam,6,5,1,0,5,2004,1518,2,GasA,Y,1441,0,2008,177511.734197427
314,101,6204,1Fam,6,5,2,0,5,1937,864,3,GasA,Y,1960,0,2009,134473.219162717
315,,9950,1Fam,4,5,1,1,5,1997,1709,5,GasA,Y,1617,0,2008,134152.905166907
316,73,8750,1Fam,6,5,1,0,5,1935,912,2,GasA,Y,2042,0,2007,90193.1629972607
317,,9100,TwnhsE,5,5,1,1,7,1979,780,2,GasA,Y,1217,0,2007,150331.906601702
318,,7390,1Fam,7,6,1,0,6,1966,644,1,GasA,Y,1164,0,2006,137755.222379661
319,91,8450,1Fam,7,5,1,0,5,1999,798,4,GasA,Y,1342,0,2006,156146.276182287
320,51,7943,1Fam,4,5,2,0,7,2006,1200,3,GasA,Y,1118,0,2008,161097.08970345
321,21,21384,1Fam,4,5,2,1,6,1997,1390,2,GasA,Y,694,0,2006,187794.222693558
322,63,15426,2fmCon,8,5,1,0,5,1918,776,3,GasA,Y,1694,0,2009,174510.867422871
323,,8012,1Fam,7,5,1,0,5,2003,1056,4,GasA,Y,1500,0,2009,174208.838581246
324,87,5000,1Fam,8,4,2,0,6,1978,1029,3,GasA,Y,869,0,2010,191277.646610014
325,65,8471,1Fam,6,7,2,0,6,1976,964,4,GasA,Y,1352,0,2006,194568.408993856
326,50,10000,Twnhs,8,5,2,0,4,1969,907,3,GasA,Y,1337,0,2010,135748.378876042
327,36,4274,1Fam,6,5,1,0,4,1931,1643,2,GasA,Y,1269,0,2007,140037.496138537
328,,9675,1Fam,6,5,2,1,6,1948,900,5,GasA,Y,1077,0,2009,171155.230572596
329,,17140,1Fam,5,5,2,0,5,2003,190,3,GasA,Y,1578,0,2007,165382.140027057
330,60,3922,1Fam,8,5,1,1,5,2000,1272,2,GasA,Y,1962,0,2007,217831.020401501
331,80,8450,1Fam,4,8,1,0,6,1971,1029,3,GasA,Y,1416,0,2009,149468.738177201
332,70,11700,1Fam,6,7,2,0,7,1890,1477,3,GasA,Y,1682,0,2009,153756.392563026
333,75,16492,1Fam,3,4,1,0,8,1963,1419,3,GasA,Y,1340,0,2008,151611.495139738
334,35,4608,1Fam,5,6,1,1,6,1997,1040,2,GasA,Y,1469,0,2008,124787.676521188
335,65,12099,1Fam,4,7,2,0,8,2000,1216,2,GasA,Y,1536,0,2009,157742.09233709
336,122,9317,1Fam,4,5,2,0,6,2005,1478,3,GasA,Y,1692,0,2007,135795.686974846
337,50,5400,1Fam,6,5,1,0,6,1992,528,3,GasA,Y,1646,0,2010,98943.4341416974
338,95,12095,1Fam,7,6,2,0,7,1999,1098,3,GasA,Y,1437,0,2009,200183.601149356
339,66,11250,Duplex,6,7,1,1,7,1967,802,3,GasA,Y,1556,0,2006,146949.350090516
340,52,10335,1Fam,5,5,1,0,8,2010,796,3,GasA,Y,1636,0,2008,152613.824941599
341,61,2500,1Fam,6,6,2,0,5,1971,1156,2,GasA,Y,1911,0,2006,144570.116690504
342,80,10140,1Fam,7,5,1,0,8,1967,1063,3,GasA,Y,2640,0,2006,185998.706048094
343,88,11143,1Fam,6,5,2,0,6,1920,756,4,GasA,Y,2200,0,2007,188990.248687119
344,70,10800,1Fam,5,5,2,0,7,1965,1056,2,GasA,Y,1382,0,2009,173011.747457336
345,72,12735,Twnhs,8,5,2,1,6,1972,894,3,GasA,Y,827,0,2006,200129.333544689
346,51,6040,1Fam,5,7,1,1,6,2003,864,4,GasA,Y,1604,0,2010,120564.213164422
347,40,7000,1Fam,6,6,2,0,6,1940,1614,3,GasA,Y,1040,0,2006,147108.951541613
348,75,6120,1Fam,5,7,2,0,8,2003,612,2,GasA,N,894,0,2008,149416.83186018
349,,8963,1Fam,6,5,2,1,6,1940,1498,3,GasA,Y,1567,0,2009,157667.769032531
350,64,6270,TwnhsE,6,5,1,0,5,1950,1626,4,GasA,Y,1363,0,2006,141591.574950277
351,85,7200,1Fam,7,6,2,1,6,1989,975,3,GasA,Y,1269,0,2009,170629.708069222
352,55,10839,1Fam,5,5,2,0,4,1910,880,3,GasA,Y,1368,0,2009,138587.667083177
353,71,1936,1Fam,7,6,2,1,8,1971,952,3,GasA,Y,2730,0,2007,140677.460251627
354,,21695,1Fam,6,7,1,0,7,1964,728,3,GasA,Y,1470,0,2006,174972.428679574
355,100,13517,1Fam,7,7,2,0,7,2009,793,4,GasA,N,1080,0,2008,212040.250253381
356,34,25000,1Fam,5,6,1,1,6,2007,0,3,GasA,Y,1065,0,2009,122998.92557206
357,84,13478,Duplex,4,5,1,0,6,1955,1092,2,GasA,Y,960,0,2008,122916.736654324
358,60,11228,1Fam,6,7,2,0,9,1979,729,3,GasA,Y,1360,0,2009,232577.154982431
359,45,4388,1Fam,5,5,2,1,7,1994,1194,3,GasA,Y,1056,0,2008,144880.044678046
360,59,12677,1Fam,7,6,2,1,6,2007,972,3,GasA,Y,2630,0,2007,210560.204215618
361,121,11075,1Fam,6,6,2,0,6,2001,1710,3,GasA,Y,1208,0,2008,180040.531352393
362,,9505,1Fam,7,7,2,0,7,2005,1694,3,GasA,Y,2036,0,2006,189839.002612656
363,100,8160,1Fam,6,5,2,0,6,1959,1896,3,GasA,Y,1719,0,2007,167153.137172674
364,65,8235,1Fam,6,7,1,0,6,1908,764,2,GasA,Y,1839,0,2007,146923.969839034
365,51,8834,1Fam,6,5,2,1,7,2004,1262,3,GasA,N,1554,0,2007,184497.021299956
366,50,6930,1Fam,7,5,2,0,5,1935,908,3,GasA,Y,1203,0,2007,117686.192765909
367,60,8393,1Fam,4,5,2,0,8,1982,994,2,GasA,N,2243,0,2009,106434.852898683
368,86,13418,1Fam,5,5,2,0,9,1950,660,2,GasA,Y,2034,0,2006,179926.188043122
369,60,7922,1Fam,10,5,2,1,6,1948,1144,2,GasA,Y,1008,0,2009,236171.206580336
370,102,8197,1Fam,5,5,2,1,10,2001,950,3,GasA,Y,1200,0,2009,187114.164119887
371,70,7162,1Fam,6,7,1,0,4,2009,1844,4,GasA,Y,1709,0,2009,191923.059971818
372,71,11777,1Fam,5,5,1,0,9,1900,1926,3,GasA,Y,1576,0,2010,165266.29322499
373,116,7390,1Fam,6,5,1,0,5,2004,780,4,GasA,Y,1511,0,2010,153071.15368766
374,70,10011,1Fam,4,7,2,1,7,2008,506,3,GasA,N,1489,0,2007,129064.521170208
375,80,11414,1Fam,4,3,2,1,7,2004,1092,3,GasA,Y,334,0,2009,129631.608391228
376,,9042,1Fam,5,5,2,0,6,2007,1057,2,GasA,Y,1512,0,2008,149534.191281296
377,,13346,1Fam,7,7,2,1,6,1967,1190,4,GasA,Y,1387,0,2007,232447.639873099
378,49,7180,Duplex,5,7,2,0,6,1941,1709,2,GasA,Y,1652,0,2006,161568.730266202
379,,1936,1Fam,4,7,1,0,7,1992,1161,2,GasA,Y,2090,0,2009,169378.662560463
380,75,9965,1Fam,6,5,2,0,4,1950,768,4,GasA,Y,2696,0,2009,117982.603543879
381,73,7390,1Fam,7,5,1,1,6,1993,1505,3,GasA,Y,1144,0,2008,217495.366388235
382,73,9020,1Fam,5,5,2,0,5,2004,896,3,GasA,Y,3608,0,2009,138056.987004777
383,83,7200,1Fam,5,7,2,1,7,2003,1176,2,GasW,Y,841,0,2009,165290.703104409
384,,3182,Duplex,7,5,2,1,10,1926,480,2,GasA,Y,1412,0,2007,170380.207555878
385,70,21750,1Fam,9,9,1,1,5,1990,1713,3,GasA,Y,2084,0,2009,343596.296829265
386,74,8480,1Fam,5,4,2,1,5,1966,1092,2,GasA,Y,1072,0,2008,148196.262826836
387,63,10800,1Fam,8,5,1,1,5,1915,864,3,GasA,Y,3279,0,2007,219685.880702792
388,47,12677,1Fam,8,6,1,0,4,1971,723,4,GasA,Y,955,0,2006,201608.122617698
389,,9600,1Fam,6,5,1,0,5,1963,1056,3,GasA,Y,1431,0,2009,131864.511157925
390,70,10356,1Fam,10,7,1,1,7,1931,715,4,GasA,Y,1120,0,2009,271604.914561161
391,,6900,1Fam,6,5,2,0,7,1912,2136,3,GasA,Y,1928,0,2006,164463.309612091
392,50,10800,Duplex,8,9,2,0,5,2007,1698,3,GasA,Y,1554,0,2007,294355.925595689
393,41,9600,1Fam,6,7,3,1,5,1973,936,2,GasA,Y,1496,0,2009,162132.269154483
394,60,11228,1Fam,7,5,1,0,6,2002,740,3,GasA,Y,1479,0,2006,180227.528468577
395,122,11120,Duplex,6,6,1,0,8,2009,1800,3,GasA,Y,1316,0,2006,154369.211863462
396,66,9098,1Fam,1,6,2,0,5,1998,630,4,GasW,Y,1563,0,2009,107983.33516377
397,57,9591,1Fam,5,8,2,1,6,1999,0,4,GasA,Y,1053,0,2008,166009.129045026
398,90,6420,1Fam,7,5,2,1,8,2007,993,3,GasA,Y,2119,0,2009,271377.683638177
399,60,16226,TwnhsE,5,5,2,0,5,2001,994,3,GasA,Y,987,0,2009,131850.749843654
400,63,53504,TwnhsE,7,5,2,1,7,1976,1065,4,GasA,Y,1296,0,2007,241453.134710543
401,60,13101,1Fam,7,5,2,1,4,1970,816,3,GasA,Y,987,0,2010,152351.723050412
402,70,16647,TwnhsE,4,5,1,0,7,1924,1232,3,GasW,Y,1226,0,2006,151972.260474905
403,80,8402,1Fam,8,7,1,0,10,1958,721,4,GasA,Y,1296,0,2008,244699.50147744
404,64,12438,1Fam,5,7,2,1,8,1922,1184,2,GasA,Y,2062,0,2007,210040.121331217
405,50,9588,1Fam,6,5,1,0,6,1954,1040,3,GasA,Y,1456,0,2006,130837.52772775
406,174,12108,1Fam,6,5,2,1,4,2006,611,3,GasA,Y,747,0,2006,196663.665525333
407,70,10240,1Fam,6,7,2,1,6,2003,1584,3,GasA,Y,1026,0,2007,200253.560514727
408,79,8544,1Fam,6,6,2,1,5,2010,1848,3,GasA,Y,1600,0,2006,228429.193651261
409,,3922,1Fam,7,6,1,1,5,2008,1541,2,GasA,Y,858,0,2006,221161.622325433
410,60,16770,1Fam,7,5,1,0,5,2006,1017,3,GasA,Y,1279,0,2008,186674.958223106
411,,11029,1Fam,6,6,2,1,6,1912,840,3,GasA,Y,1092,0,2006,131568.449304434
412,,1680,1Fam,6,6,1,0,7,1982,780,3,GasA,Y,2624,0,2009,127438.805497954
413,75,13006,TwnhsE,7,6,2,0,3,1930,780,3,GasA,Y,1367,0,2007,164986.834675996
414,107,12274,1Fam,6,5,1,1,7,1999,1028,3,GasW,Y,1152,0,2010,169109.7225645
415,67,7500,1Fam,7,5,2,0,6,1957,1632,4,GasA,Y,1029,0,2009,166390.395109862
416,80,11333,1Fam,4,5,2,0,6,2005,1560,3,GasA,Y,1904,0,2008,191611.162088381
417,98,16285,1Fam,7,5,1,1,7,1966,861,3,GasA,N,1505,0,2008,240880.199653211
418,50,4590,1Fam,7,5,1,1,6,1954,1499,2,GasA,Y,838,0,2008,193529.985983543
419,30,12376,1Fam,6,5,1,0,6,2006,528,4,GasA,N,1375,0,2009,136553.177938254
420,75,9320,1Fam,6,7,2,0,4,1962,736,4,GasA,Y,1121,0,2008,152732.417460108
421,70,16669,1Fam,8,6,2,0,10,2006,1053,3,GasA,Y,1501,0,2009,356991.156564723
422,44,21750,1Fam,6,5,1,0,7,1973,912,4,GasA,Y,1224,0,2006,115653.370892473
423,87,5350,1Fam,8,7,1,0,6,1977,1392,3,GasA,Y,1228,0,2007,213339.506214422
424,68,10380,1Fam,6,5,1,1,6,1946,788,2,GasA,Y,813,0,2009,164470.219774712
425,98,9965,1Fam,7,5,2,1,7,2004,756,3,GasA,Y,2414,0,2009,200219.141888509
426,21,16321,1Fam,7,9,1,0,4,2000,190,3,GasA,Y,1428,0,2008,142738.701490907
427,60,9920,1Fam,7,5,2,0,6,1998,967,3,GasA,Y,784,0,2008,189663.805322239
428,52,9600,1Fam,5,5,1,1,7,1994,756,4,GasA,Y,1097,0,2006,153557.39075552
429,35,9873,1Fam,7,3,2,1,6,1999,796,2,GasA,Y,789,0,2006,180172.408756612
430,,1680,1Fam,7,6,2,0,7,1951,1253,3,GasA,Y,1100,0,2009,200749.551966156
431,62,11923,1Fam,4,5,2,1,7,1993,546,3,GasA,Y,1960,0,2010,127041.89178573
432,50,11787,1Fam,5,5,1,0,6,2003,720,3,GasA,Y,1656,0,2008,152281.315256552
433,40,4130,Twnhs,5,5,2,0,7,2007,0,3,GasA,Y,1517,0,2008,126379.078708487
434,61,10920,1Fam,7,7,3,0,6,1937,1593,2,GasA,Y,1558,0,2009,267468.084261497
435,68,4500,1Fam,4,5,2,0,9,1920,864,2,GasA,Y,1252,0,2006,138801.107619511
436,82,8967,Twnhs,6,6,1,0,4,2004,1391,3,GasA,Y,752,0,2007,149890.138710764
437,,7018,1Fam,6,5,1,0,6,1951,1440,3,GasA,Y,1801,0,2008,125564.264858876
438,101,6380,1Fam,4,5,1,0,8,1958,1128,3,GasA,Y,1050,0,2006,162673.864996079
439,93,14157,1Fam,7,5,2,0,6,2003,1536,4,GasA,Y,1588,0,2007,220772.599856377
440,50,6911,2fmCon,8,5,2,0,6,1983,1617,2,GasA,Y,1208,0,2007,242504.654352387
441,,8738,TwnhsE,4,5,1,0,9,2006,1392,3,GasA,Y,1416,0,2007,170742.080072682
442,85,8176,1Fam,8,5,1,1,6,1954,1845,4,GasA,Y,1960,0,2008,246129.572031183
443,95,10448,1Fam,5,5,2,0,6,1955,520,4,GasA,Y,1922,0,2009,139279.6206565
444,78,7590,1Fam,5,5,1,1,9,2006,1442,2,GasA,Y,1686,0,2008,163211.963652434
445,,8750,1Fam,5,5,1,0,7,1994,1157,2,GasA,Y,1471,0,2007,195193.995054501
446,70,8125,1Fam,6,5,1,1,8,1882,728,2,GasA,Y,2057,0,2009,169702.393169706
447,94,12919,1Fam,7,5,1,0,6,1880,1720,1,GasA,N,1493,0,2009,216309.964343473
448,52,46589,1Fam,6,7,2,0,6,1977,616,3,GasA,Y,2144,0,2008,171700.690230153
449,85,11248,1Fam,6,5,1,0,7,1970,840,3,GasA,Y,672,0,2006,167590.412103354
450,75,14948,1Fam,5,5,2,1,5,1993,1199,4,GasA,Y,1094,0,2007,184541.766471321
451,68,6897,TwnhsE,6,5,1,0,8,1927,528,3,GasA,Y,1458,0,2008,112044.493378463
452,60,11146,1Fam,6,5,2,0,5,2002,858,3,GasA,Y,835,0,2008,161735.224577816
453,,9591,1Fam,7,6,1,0,8,1961,1117,2,GasA,Y,902,0,2010,171259.243471944
454,60,11210,1Fam,5,5,2,0,7,2007,1470,1,GasA,Y,2520,0,2009,210148.605701774
455,,16669,1Fam,6,4,1,1,4,2004,1020,3,GasA,Y,910,0,2008,169331.216206225
456,24,13125,1Fam,5,6,2,1,9,1966,1234,2,GasA,Y,1734,512,2007,187309.30359521
457,,12243,1Fam,4,6,2,0,6,2006,483,3,GasA,Y,2654,0,2010,123254.574123034
458,70,12358,1Fam,7,5,2,1,6,1940,1063,2,GasA,Y,1761,0,2006,189591.005180221
459,74,11717,TwnhsE,7,5,2,1,6,1958,1454,2,GasA,Y,925,0,2009,203258.23963402
460,76,8100,1Fam,4,6,2,1,5,2003,981,6,GasA,N,1114,0,2009,143019.798906205
461,,9786,1Fam,5,6,2,1,6,2007,1856,3,GasA,Y,845,0,2007,213852.619071408
462,60,5784,1Fam,8,5,1,0,7,1957,884,3,GasA,Y,2013,0,2009,159445.093932843
463,52,9855,1Fam,5,6,1,1,7,1971,1777,3,GasA,Y,630,0,2009,176272.027337858
464,21,7200,TwnhsE,7,3,2,1,6,1937,1098,3,GasA,Y,1008,0,2007,161809.97251791
465,98,11787,1Fam,6,6,1,1,8,1974,926,3,GasA,Y,2374,0,2010,187681.864446711
466,80,14536,Duplex,6,6,2,0,7,1998,793,3,GasA,Y,1954,0,2010,143626.616537353
467,60,14364,1Fam,7,5,2,0,7,2002,855,2,GasA,Y,2000,0,2006,222282.430898299
468,,12160,Duplex,6,5,3,0,6,2002,894,2,GasA,Y,894,0,2007,187469.45490382
469,,9967,Twnhs,7,5,1,1,5,1958,1922,4,GasA,Y,1316,0,2010,188384.512377624
470,70,25286,TwnhsE,5,7,2,1,5,1937,1453,3,GasA,Y,912,0,2010,187311.720675155
471,110,7630,1Fam,6,5,1,1,8,1937,1470,3,GasA,Y,1053,0,2008,135925.986336901
472,24,7862,1Fam,6,6,1,0,8,1940,840,3,GasA,Y,1340,0,2008,150217.795121389
473,92,11249,Duplex,8,8,2,0,6,1992,1253,3,GasA,Y,1266,0,2006,246563.837077922
474,57,6442,1Fam,5,3,1,1,9,1993,1563,4,GasA,Y,1218,0,2009,108585.755841319
475,76,6000,1Fam,9,5,3,0,6,1970,1199,2,GasA,Y,1525,0,2008,272718.380784985
476,51,7000,1Fam,8,7,0,0,8,1930,1838,2,GasA,Y,1498,0,2009,279667.683398301
477,,14963,1Fam,7,5,2,1,12,1999,1029,3,GasA,Y,914,0,2008,246704.56881666
478,38,8400,Twnhs,8,6,3,0,4,1977,864,2,GasA,Y,1629,0,2009,243560.065934929
479,79,8849,1Fam,4,5,1,1,7,1977,1234,3,GasA,Y,1419,0,2006,153851.143013451
480,,11625,1Fam,8,4,2,0,8,1964,1028,3,GasA,Y,1441,0,2007,228135.561391434
481,85,9675,1Fam,10,5,1,0,9,2003,1080,2,GasA,Y,1644,0,2006,295972.778965148
482,75,8777,1Fam,4,5,2,1,9,1996,600,3,GasA,Y,1886,0,2007,110526.992198073
483,32,39104,1Fam,5,7,2,0,7,1968,747,3,GasA,Y,1493,0,2006,147314.217652637
484,80,4750,1Fam,6,8,1,1,6,1910,1719,3,GasA,Y,1040,0,2010,118653.797235747
485,100,8176,1Fam,7,6,1,1,7,2006,1518,3,GasA,Y,840,0,2007,217755.771315238
486,95,14450,1Fam,7,5,2,1,5,1998,729,2,GasA,Y,1852,0,2009,197281.71137345
487,75,10594,Twnhs,5,6,2,1,3,1937,925,4,GasA,Y,1358,0,2008,132142.52669549
488,80,11645,1Fam,8,7,1,1,4,2006,912,2,GasA,Y,894,0,2008,213975.837496149
489,61,7819,1Fam,5,5,1,1,7,1949,864,3,GasA,Y,1277,0,2010,141644.638711022
490,60,10728,1Fam,7,5,1,0,9,2005,816,3,GasA,Y,4316,0,2006,153940.304797823
491,74,12384,1Fam,7,6,1,0,7,1970,1195,4,GasA,Y,2262,0,2010,179861.53357587
492,105,11751,1Fam,6,7,2,0,10,1998,716,6,GasA,Y,1968,0,2007,178739.722035932
493,52,10846,1Fam,8,5,2,0,9,2006,264,3,GasA,Y,672,0,2007,233592.241426216
494,114,13869,Duplex,5,5,1,1,5,1966,1113,3,GasA,Y,1686,0,2007,129898.857585698
495,32,10140,1Fam,5,7,1,0,6,2003,832,2,GasA,Y,2612,0,2010,141010.541568329
496,,7200,1Fam,5,8,1,0,8,1994,660,4,GasA,Y,1850,0,2006,150654.994718282
497,,9187,1Fam,7,5,1,0,7,2001,686,2,GasA,Y,1086,0,2007,144282.63526548
498,81,9000,TwnhsE,8,5,2,1,4,1952,980,2,GasA,Y,1601,0,2009,164832.288658886
499,65,2651,Twnhs,6,5,1,1,7,1950,1484,3,GasA,Y,2224,0,2006,143163.290576244
500,100,13125,1Fam,6,5,2,0,6,1945,1362,3,GasA,Y,1236,0,2008,167079.480569231
501,74,14191,1Fam,7,6,2,1,8,1976,684,2,GasA,Y,1034,0,2008,174620.484736543
502,50,10920,1Fam,7,6,2,0,7,1991,600,3,GasA,N,2291,0,2006,185706.824203314
503,,6120,1Fam,6,6,2,0,4,1953,1054,3,GasA,Y,1976,0,2006,169302.087358728
504,74,9066,TwnhsE,7,5,1,0,4,1940,588,3,GasA,N,1392,0,2006,158054.242416283
505,50,7032,1Fam,7,6,2,1,8,2005,1165,3,GasA,N,1436,0,2006,237365.555981312
506,80,7332,1Fam,5,7,2,0,5,1941,1113,2,GasA,Y,1564,0,2006,157043.020683033
507,54,7937,1Fam,8,7,2,0,9,2006,528,3,GasA,N,1728,0,2006,207704.528532934
508,74,4426,1Fam,4,5,1,1,4,1976,768,3,GasA,Y,2448,0,2009,94535.3147343278
509,61,12798,1Fam,9,5,1,0,5,1946,0,3,GasA,Y,1895,0,2010,243380.132999677
510,50,9636,1Fam,6,5,2,0,6,1954,960,2,GasA,N,1003,0,2007,144653.985233323
511,50,27650,1Fam,6,3,1,0,7,1970,616,2,GasW,Y,2035,0,2007,77565.0926488196
512,60,9950,1Fam,7,5,1,0,4,1900,1057,3,GasA,Y,1269,0,2006,133283.044096178
513,21,10206,1Fam,5,7,1,1,7,2004,1604,3,GasA,Y,1625,0,2008,179262.973315413
514,74,4800,1Fam,8,9,2,1,5,1977,1976,3,GasA,N,1155,0,2008,311282.913732419
515,,12968,Twnhs,5,5,2,1,7,1959,960,3,GasA,N,2002,0,2007,173366.283724085
516,82,2117,1Fam,7,5,1,0,6,1965,1214,3,GasA,Y,1502,0,2009,163154.060846379
517,85,7875,1Fam,4,6,2,0,7,1976,1199,2,GasA,Y,1367,0,2009,152264.074115746
518,78,22420,1Fam,6,5,3,0,5,2006,912,3,GasA,Y,1026,0,2010,201448.359121948
519,63,10452,1Fam,5,5,1,0,6,1977,1030,4,GasA,Y,1801,0,2007,143437.150587952
520,73,14601,Duplex,8,6,1,0,6,1932,612,3,GasA,Y,1236,0,2008,209111.609295299
521,80,7200,1Fam,8,5,1,0,7,1978,910,2,GasA,N,1116,0,2007,175506.185449819
522,30,13125,TwnhsE,5,7,1,0,6,1976,858,3,GasA,Y,1533,0,2007,123913.346724897
523,64,7153,TwnhsE,5,6,2,0,6,1995,1484,2,GasA,Y,1768,0,2009,175197.89321801
524,106,3880,1Fam,7,5,2,0,8,1972,1070,2,GasA,Y,1563,0,2007,181207.181084774
525,60,9120,1Fam,6,5,2,0,7,1955,864,3,GasA,Y,1208,0,2010,154116.28179277
526,75,8400,1Fam,8,6,1,0,5,1941,993,1,GasA,Y,924,0,2009,210006.368607943
527,40,8198,1Fam,5,5,1,0,5,1940,952,4,GasA,Y,1208,0,2006,141421.346696001
528,80,10200,1Fam,7,5,2,1,10,1976,1125,3,GasA,Y,1056,0,2008,259417.633958819
529,60,14601,1Fam,5,7,1,2,8,1963,1244,3,GasA,Y,951,0,2009,164341.775920583
530,,7162,1Fam,5,6,2,1,7,1978,1358,3,GasA,Y,2365,0,2006,141260.712271364
531,68,8450,1Fam,5,5,2,0,6,1984,1095,3,GasA,Y,1458,0,2009,151617.601482644
532,,8012,2fmCon,6,6,2,0,7,1996,1050,4,GasA,Y,1682,0,2006,178031.079855556
533,140,10005,Duplex,9,6,1,1,5,1940,1258,3,GasA,Y,1253,0,2010,214064.913733569
534,60,7875,1Fam,6,6,2,1,5,1945,952,3,GasA,Y,1801,0,2006,167635.454254115
535,75,8990,1Fam,8,8,2,1,6,1918,864,2,GasA,Y,1734,0,2010,215481.93923107
536,60,17140,1Fam,8,7,2,0,8,1976,1316,3,GasA,Y,2240,0,2006,284213.176610189
537,100,8123,1Fam,5,5,1,0,7,1948,0,3,GasA,Y,1337,0,2008,84777.681643449
538,21,13265,1Fam,7,5,2,0,3,2003,936,4,GasA,Y,1372,0,2010,175783.43460418
